Year,State,Question,% Value
2012,North Carolina,Current smoking among adults aged >= 18 years,21.5
2012,North Dakota,Current smoking among adults aged >= 18 years,
2012,North Dakota,Current smoking among adults aged >= 18 years,19.9
2012,North Dakota,Current smoking among adults aged >= 18 years,29.6
2012,North Dakota,Current smoking among adults aged >= 18 years,23.7
2012,North Dakota,Current smoking among adults aged >= 18 years,
2012,North Dakota,Current smoking among adults aged >= 18 years,39.2
2012,North Dakota,Current smoking among adults aged >= 18 years,21.9
2012,North Dakota,Current smoking among adults aged >= 18 years,20.4
2012,Nebraska,Current smoking among adults aged >= 18 years,28.5
2012,Nebraska,Current smoking among adults aged >= 18 years,18.8
2012,Nebraska,Current smoking among adults aged >= 18 years,16.3
2012,Nebraska,Current smoking among adults aged >= 18 years,21.5
2012,Nebraska,Current smoking among adults aged >= 18 years,33.6
2012,Nebraska,Current smoking among adults aged >= 18 years,24.8
2012,Nebraska,Current smoking among adults aged >= 18 years,20.1
2012,Nebraska,Current smoking among adults aged >= 18 years,20
2012,New Hampshire,Current smoking among adults aged >= 18 years,
2012,New Hampshire,Current smoking among adults aged >= 18 years,15
2012,New Hampshire,Current smoking among adults aged >= 18 years,
2012,New Hampshire,Current smoking among adults aged >= 18 years,21.2
2012,New Hampshire,Current smoking among adults aged >= 18 years,29.3
2012,New Hampshire,Current smoking among adults aged >= 18 years,16.8
2012,New Hampshire,Current smoking among adults aged >= 18 years,18.1
2012,New Hampshire,Current smoking among adults aged >= 18 years,18.3
2012,New Jersey,Current smoking among adults aged >= 18 years,22.7
2012,New Jersey,Current smoking among adults aged >= 18 years,14.9
2012,New Jersey,Current smoking among adults aged >= 18 years,15.1
2012,New Jersey,Current smoking among adults aged >= 18 years,20.4
2012,New Jersey,Current smoking among adults aged >= 18 years,30.1
2012,New Jersey,Current smoking among adults aged >= 18 years,9
2012,New Jersey,Current smoking among adults aged >= 18 years,17.7
2012,New Jersey,Current smoking among adults aged >= 18 years,19.2
2012,New Mexico,Current smoking among adults aged >= 18 years,25.7
2012,New Mexico,Current smoking among adults aged >= 18 years,17.3
2012,New Mexico,Current smoking among adults aged >= 18 years,19.1
2012,New Mexico,Current smoking among adults aged >= 18 years,22.5
2012,New Mexico,Current smoking among adults aged >= 18 years,30.6
2012,New Mexico,Current smoking among adults aged >= 18 years,15.8
2012,New Mexico,Current smoking among adults aged >= 18 years,19.9
2012,New Mexico,Current smoking among adults aged >= 18 years,21.6
2012,Nevada,Current smoking among adults aged >= 18 years,22.8
2012,Nevada,Current smoking among adults aged >= 18 years,16.2
2012,Nevada,Current smoking among adults aged >= 18 years,12.8
2012,Nevada,Current smoking among adults aged >= 18 years,19.5
2012,Nevada,Current smoking among adults aged >= 18 years,30.9
2012,Nevada,Current smoking among adults aged >= 18 years,11.7
2012,Nevada,Current smoking among adults aged >= 18 years,17.9
2012,Nevada,Current smoking among adults aged >= 18 years,21
2012,New York,Current smoking among adults aged >= 18 years,16.9
2012,New York,Current smoking among adults aged >= 18 years,13.2
2012,New York,Current smoking among adults aged >= 18 years,14.7
2012,New York,Current smoking among adults aged >= 18 years,19.4
2012,New York,Current smoking among adults aged >= 18 years,18.7
2012,New York,Current smoking among adults aged >= 18 years,7.1
2012,New York,Current smoking among adults aged >= 18 years,16.2
2012,New York,Current smoking among adults aged >= 18 years,18.5
2012,Ohio,Current smoking among adults aged >= 18 years,27.9
2012,Ohio,Current smoking among adults aged >= 18 years,22.5
2012,Ohio,Current smoking among adults aged >= 18 years,21.5
2012,Ohio,Current smoking among adults aged >= 18 years,25.2
2012,Ohio,Current smoking among adults aged >= 18 years,34
2012,Ohio,Current smoking among adults aged >= 18 years,20.9
2012,Ohio,Current smoking among adults aged >= 18 years,23.8
2012,Ohio,Current smoking among adults aged >= 18 years,23.4
2012,Oklahoma,Current smoking among adults aged >= 18 years,22.9
2012,Oklahoma,Current smoking among adults aged >= 18 years,23
2012,Oklahoma,Current smoking among adults aged >= 18 years,20.6
2012,Oklahoma,Current smoking among adults aged >= 18 years,24.4
2012,Oklahoma,Current smoking among adults aged >= 18 years,27.8
2012,Oklahoma,Current smoking among adults aged >= 18 years,25
2012,Oklahoma,Current smoking among adults aged >= 18 years,23.7
2012,Oklahoma,Current smoking among adults aged >= 18 years,24
2012,Oregon,Current smoking among adults aged >= 18 years,
2012,Oregon,Current smoking among adults aged >= 18 years,17.4
2012,Oregon,Current smoking among adults aged >= 18 years,18.2
2012,Oregon,Current smoking among adults aged >= 18 years,18.8
2012,Oregon,Current smoking among adults aged >= 18 years,30
2012,Oregon,Current smoking among adults aged >= 18 years,17
2012,Oregon,Current smoking among adults aged >= 18 years,18.1
2012,Oregon,Current smoking among adults aged >= 18 years,18.3
2012,Pennsylvania,Current smoking among adults aged >= 18 years,27
2012,Pennsylvania,Current smoking among adults aged >= 18 years,21.2
2012,Pennsylvania,Current smoking among adults aged >= 18 years,24.9
2012,Pennsylvania,Current smoking among adults aged >= 18 years,24
2012,Pennsylvania,Current smoking among adults aged >= 18 years,29.5
2012,Pennsylvania,Current smoking among adults aged >= 18 years,21.6
2012,Pennsylvania,Current smoking among adults aged >= 18 years,22.6
2012,Pennsylvania,Current smoking among adults aged >= 18 years,21.9
2012,Puerto Rico,Current smoking among adults aged >= 18 years,
2012,Puerto Rico,Current smoking among adults aged >= 18 years,9.4
2012,Puerto Rico,Current smoking among adults aged >= 18 years,12.8
2012,Puerto Rico,Current smoking among adults aged >= 18 years,16.7
2012,Puerto Rico,Current smoking among adults aged >= 18 years,
2012,Puerto Rico,Current smoking among adults aged >= 18 years,
2012,Puerto Rico,Current smoking among adults aged >= 18 years,12.9
2012,Puerto Rico,Current smoking among adults aged >= 18 years,
2012,Rhode Island,Current smoking among adults aged >= 18 years,19.5
2012,Rhode Island,Current smoking among adults aged >= 18 years,16.8
2012,Rhode Island,Current smoking among adults aged >= 18 years,10.9
2012,Rhode Island,Current smoking among adults aged >= 18 years,19.2
2012,Rhode Island,Current smoking among adults aged >= 18 years,
2012,Rhode Island,Current smoking among adults aged >= 18 years,20.8
2012,Rhode Island,Current smoking among adults aged >= 18 years,18
2012,Rhode Island,Current smoking among adults aged >= 18 years,19.4
2012,South Carolina,Current smoking among adults aged >= 18 years,21.8
2012,South Carolina,Current smoking among adults aged >= 18 years,19.8
2012,South Carolina,Current smoking among adults aged >= 18 years,26.7
2012,South Carolina,Current smoking among adults aged >= 18 years,26.4
2012,South Carolina,Current smoking among adults aged >= 18 years,38.3
2012,South Carolina,Current smoking among adults aged >= 18 years,19.6
2012,South Carolina,Current smoking among adults aged >= 18 years,23
2012,South Carolina,Current smoking among adults aged >= 18 years,23.9
2012,South Dakota,Current smoking among adults aged >= 18 years,
2012,South Dakota,Current smoking among adults aged >= 18 years,20.4
2012,South Dakota,Current smoking among adults aged >= 18 years,25.8
2012,South Dakota,Current smoking among adults aged >= 18 years,24.5
2012,South Dakota,Current smoking among adults aged >= 18 years,44.9
2012,South Dakota,Current smoking among adults aged >= 18 years,48.6
2012,South Dakota,Current smoking among adults aged >= 18 years,22.5
2012,South Dakota,Current smoking among adults aged >= 18 years,19.3
2012,Tennessee,Current smoking among adults aged >= 18 years,24.9
2012,Tennessee,Current smoking among adults aged >= 18 years,23.2
2012,Tennessee,Current smoking among adults aged >= 18 years,14.9
2012,Tennessee,Current smoking among adults aged >= 18 years,27.3
2012,Tennessee,Current smoking among adults aged >= 18 years,
2012,Tennessee,Current smoking among adults aged >= 18 years,14.7
2012,Tennessee,Current smoking among adults aged >= 18 years,25.3
2012,Tennessee,Current smoking among adults aged >= 18 years,26.4
2012,Texas,Current smoking among adults aged >= 18 years,18.5
2012,Texas,Current smoking among adults aged >= 18 years,13
2012,Texas,Current smoking among adults aged >= 18 years,15.9
2012,Texas,Current smoking among adults aged >= 18 years,22.9
2012,Texas,Current smoking among adults aged >= 18 years,25.5
2012,Texas,Current smoking among adults aged >= 18 years,15.6
2012,Texas,Current smoking among adults aged >= 18 years,17.9
2012,Texas,Current smoking among adults aged >= 18 years,19.8
2012,United States,Current smoking among adults aged >= 18 years,17.6
2012,United States,Current smoking among adults aged >= 18 years,21.2
2012,United States,Current smoking among adults aged >= 18 years,19.9
2012,Utah,Current smoking among adults aged >= 18 years,
2012,Utah,Current smoking among adults aged >= 18 years,8.9
2012,Utah,Current smoking among adults aged >= 18 years,9.9
2012,Utah,Current smoking among adults aged >= 18 years,11.4
2012,Utah,Current smoking among adults aged >= 18 years,27.2
2012,Utah,Current smoking among adults aged >= 18 years,12.2
2012,Utah,Current smoking among adults aged >= 18 years,10.2
2012,Utah,Current smoking among adults aged >= 18 years,9.9
2012,Virginia,Current smoking among adults aged >= 18 years,21.1
2012,Virginia,Current smoking among adults aged >= 18 years,16.6
2012,Virginia,Current smoking among adults aged >= 18 years,17.3
2012,Virginia,Current smoking among adults aged >= 18 years,21.1
2012,Virginia,Current smoking among adults aged >= 18 years,19.1
2012,Virginia,Current smoking among adults aged >= 18 years,22.6
2012,Virginia,Current smoking among adults aged >= 18 years,18.9
2012,Virginia,Current smoking among adults aged >= 18 years,18.2
2012,Virgin Islands,Current smoking among adults aged >= 18 years,
2012,Virgin Islands,Current smoking among adults aged >= 18 years,
2012,Virgin Islands,Current smoking among adults aged >= 18 years,
2012,Virgin Islands,Current smoking among adults aged >= 18 years,
2012,Virgin Islands,Current smoking among adults aged >= 18 years,
2012,Virgin Islands,Current smoking among adults aged >= 18 years,
2012,Virgin Islands,Current smoking among adults aged >= 18 years,
2012,Virgin Islands,Current smoking among adults aged >= 18 years,
2012,Vermont,Current smoking among adults aged >= 18 years,
2012,Vermont,Current smoking among adults aged >= 18 years,15.8
2012,Vermont,Current smoking among adults aged >= 18 years,22.3
2012,Vermont,Current smoking among adults aged >= 18 years,18.7
2012,Vermont,Current smoking among adults aged >= 18 years,29.6
2012,Vermont,Current smoking among adults aged >= 18 years,34
2012,Vermont,Current smoking among adults aged >= 18 years,17.2
2012,Vermont,Current smoking among adults aged >= 18 years,16.8
2012,Washington,Current smoking among adults aged >= 18 years,18.4
2012,Washington,Current smoking among adults aged >= 18 years,15.9
2012,Washington,Current smoking among adults aged >= 18 years,12.3
2012,Washington,Current smoking among adults aged >= 18 years,18.6
2012,Washington,Current smoking among adults aged >= 18 years,30.2
2012,Washington,Current smoking among adults aged >= 18 years,15.7
2012,Washington,Current smoking among adults aged >= 18 years,17.2
2012,Washington,Current smoking among adults aged >= 18 years,18.2
2012,Wisconsin,Current smoking among adults aged >= 18 years,26.4
2012,Wisconsin,Current smoking among adults aged >= 18 years,20.3
2012,Wisconsin,Current smoking among adults aged >= 18 years,33.8
2012,Wisconsin,Current smoking among adults aged >= 18 years,21.1
2012,Wisconsin,Current smoking among adults aged >= 18 years,
2012,Wisconsin,Current smoking among adults aged >= 18 years,15.5
2012,Wisconsin,Current smoking among adults aged >= 18 years,20.7
2012,Wisconsin,Current smoking among adults aged >= 18 years,20
2012,West Virginia,Current smoking among adults aged >= 18 years,27.7
2012,West Virginia,Current smoking among adults aged >= 18 years,30.2
2012,West Virginia,Current smoking among adults aged >= 18 years,32.8
2012,West Virginia,Current smoking among adults aged >= 18 years,29.5
2012,West Virginia,Current smoking among adults aged >= 18 years,38.4
2012,West Virginia,Current smoking among adults aged >= 18 years,23.3
2012,West Virginia,Current smoking among adults aged >= 18 years,29.8
2012,West Virginia,Current smoking among adults aged >= 18 years,29.5
2012,Wyoming,Current smoking among adults aged >= 18 years,
